Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,source_etf,Type,Notional Weight,Market Weight
MATX,MATSON INC,Industrials,Equity,"85,176,152.10",0.13,"85,176,152.10","789,399.00",107.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,"84,581,906.20",0.12,"84,581,906.20","2,594,537.00",32.60,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,"84,562,887.84",0.12,"84,562,887.84","1,122,864.00",75.31,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
COMM,COMMSCOPE HOLDING INC,Information Technology,Equity,"84,321,427.82",0.12,"84,321,427.82","5,169,922.00",16.31,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PII,POLARIS INC,Consumer Discretionary,Equity,"83,763,539.92",0.12,"83,763,539.92","1,286,888.00",65.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
MZTI,MARZETTI,Consumer Staples,Equity,"83,596,520.34",0.12,"83,596,520.34","485,631.00",172.14,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
VAL,VALARIS LTD,Energy,Equity,"83,512,174.72",0.12,"83,512,174.72","1,544,234.00",54.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,Equity,"82,890,756.70",0.12,"82,890,756.70","2,903,354.00",28.55,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BNL,BROADSTONE NET LEASE INC,Real Estate,Equity,"82,490,612.26",0.12,"82,490,612.26","4,639,517.00",17.78,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,"82,435,349.49",0.12,"82,435,349.49","3,288,207.00",25.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PRM,PERIMETER SOLUTIONS INC,Materials,Equity,"82,239,793.48",0.12,"82,239,793.48","3,364,967.00",24.44,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
INDB,INDEPENDENT BANK CORP,Financials,Equity,"82,186,646.06",0.12,"82,186,646.06","1,184,587.00",69.38,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,"82,096,716.78",0.12,"82,096,716.78","788,406.00",104.13,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,"81,778,538.40",0.12,"81,778,538.40","859,560.00",95.14,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
KFY,KORN FERRY,Industrials,Equity,"81,502,204.68",0.12,"81,502,204.68","1,254,266.00",64.98,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,Equity,"81,022,196.97",0.12,"81,022,196.97","78,111.00","1,037.27",United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CDP,COPT DEFENSE PROPERTIES,Real Estate,Equity,"80,519,347.89",0.12,"80,519,347.89","2,787,101.00",28.89,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
BGC,BGC GROUP INC CLASS A,Financials,Equity,"80,373,494.27",0.12,"80,373,494.27","8,822,557.00",9.11,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
MHO,M I HOMES INC,Consumer Discretionary,Equity,"80,263,290.54",0.12,"80,263,290.54","632,642.00",126.87,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
TENB,TENABLE HOLDINGS INC,Information Technology,Equity,"80,115,878.74",0.12,"80,115,878.74","2,926,073.00",27.38,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
RIG,TRANSOCEAN LTD,Energy,Equity,"80,031,104.40",0.12,"80,031,104.40","20,520,796.00",3.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,Financials,Equity,"80,011,166.60",0.12,"80,011,166.60","7,340,474.00",10.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,"80,000,768.25",0.12,"80,000,768.25","1,141,075.00",70.11,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
VCYT,VERACYTE INC,Health Care,Equity,"79,133,706.74",0.12,"79,133,706.74","1,898,146.00",41.69,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
OTTR,OTTER TAIL CORP,Utilities,Equity,"78,951,046.14",0.12,"78,951,046.14","936,882.00",84.27,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
AGYS,AGILYSYS INC,Information Technology,Equity,"78,838,716.78",0.12,"78,838,716.78","624,762.00",126.19,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
ADMA,ADMA BIOLOGICS INC,Health Care,Equity,"78,598,880.03",0.12,"78,598,880.03","5,602,201.00",14.03,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
AVA,AVISTA CORP,Utilities,Equity,"78,567,264.24",0.12,"78,567,264.24","1,943,772.00",40.42,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
HAE,HAEMONETICS CORP,Health Care,Equity,"78,460,515.63",0.12,"78,460,515.63","1,169,133.00",67.11,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
UUUU,ENERGY FUELS INC,Energy,Equity,"78,420,651.12",0.12,"78,420,651.12","5,186,551.00",15.12,Canada,Nyse Mkt Llc,USD,1.0,USD,-,IWM,,,
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,"77,981,099.24",0.11,"77,981,099.24","1,656,353.00",47.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CBT,CABOT CORP,Materials,Equity,"77,921,292.82",0.11,"77,921,292.82","1,313,354.00",59.33,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
OSCR,OSCAR HEALTH INC CLASS A,Financials,Equity,"77,783,032.08",0.11,"77,783,032.08","4,697,043.00",16.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
RNST,RENASANT CORP,Financials,Equity,"77,689,786.93",0.11,"77,689,786.93","2,280,299.00",34.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
TGNA,TEGNA INC,Communication,Equity,"77,591,204.48",0.11,"77,591,204.48","3,910,847.00",19.84,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
FULT,FULTON FINANCIAL CORP,Financials,Equity,"77,401,571.13",0.11,"77,401,571.13","4,456,049.00",17.37,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PCH,POTLATCHDELTIC CORP,Real Estate,Equity,"77,088,224.28",0.11,"77,088,224.28","1,906,237.00",40.44,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
FBP,FIRST BANCORP,Financials,Equity,"77,009,755.90",0.11,"77,009,755.90","3,911,110.00",19.69,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
UPST,UPSTART HOLDINGS INC,Financials,Equity,"76,825,491.23",0.11,"76,825,491.23","2,036,461.00",37.73,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
KAI,KADANT INC,Industrials,Equity,"76,161,084.51",0.11,"76,161,084.51","284,003.00",268.17,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ICUI,ICU MEDICAL INC,Health Care,Equity,"75,870,176.34",0.11,"75,870,176.34","585,102.00",129.67,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CRC,CALIFORNIA RESOURCES CORP,Energy,Equity,"75,835,967.06",0.11,"75,835,967.06","1,643,962.00",46.13,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
FUL,HB FULLER,Materials,Equity,"75,570,695.20",0.11,"75,570,695.20","1,321,166.00",57.20,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
GPOR,GULFPORT ENERGY CORP,Energy,Equity,"75,466,011.27",0.11,"75,466,011.27","384,501.00",196.27,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CATY,CATHAY GENERAL BANCORP,Financials,Equity,"75,066,220.32",0.11,"75,066,220.32","1,612,247.00",46.56,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,"74,828,806.67",0.11,"74,828,806.67","635,273.00",117.79,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
PBF,PBF ENERGY INC CLASS A,Energy,Equity,"74,698,515.48",0.11,"74,698,515.48","2,027,647.00",36.84,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
WSFS,WSFS FINANCIAL CORP,Financials,Equity,"74,555,340.60",0.11,"74,555,340.60","1,385,787.00",53.80,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,"74,330,269.00",0.11,"74,330,269.00","1,218,529.00",61.00,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
MGEE,MGE ENERGY INC,Utilities,Equity,"74,229,189.04",0.11,"74,229,189.04","888,334.00",83.56,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
SPSC,SPS COMMERCE INC,Information Technology,Equity,"73,998,865.12",0.11,"73,998,865.12","919,469.00",80.48,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
BKU,BANKUNITED INC,Financials,Equity,"74,002,952.48",0.11,"74,002,952.48","1,842,703.00",40.16,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,Equity,"73,820,268.30",0.11,"73,820,268.30","1,603,046.00",46.05,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
CNK,CINEMARK HOLDINGS INC,Communication,Equity,"73,136,609.78",0.11,"73,136,609.78","2,522,822.00",28.99,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
CPK,CHESAPEAKE UTILITIES CORP,Utilities,Equity,"73,078,415.76",0.11,"73,078,415.76","548,884.00",133.14,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,Equity,"73,049,325.44",0.11,"73,049,325.44","1,190,504.00",61.36,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
LRN,STRIDE INC,Consumer Discretionary,Equity,"72,983,015.82",0.11,"72,983,015.82","1,033,461.00",70.62,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
ACLX,ARCELLX INC,Health Care,Equity,"72,776,818.80",0.11,"72,776,818.80","825,134.00",88.20,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TPC,TUTOR PERINI CORP,Industrials,Equity,"72,780,407.20",0.11,"72,780,407.20","1,079,828.00",67.40,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
PSMT,PRICESMART INC,Consumer Staples,Equity,"72,662,845.92",0.11,"72,662,845.92","619,356.00",117.32,United States,NASDAQ,USD,1.0,USD,-,IWM,,,
TEX,TEREX CORP,Industrials,Equity,"72,363,149.28",0.11,"72,363,149.28","1,564,947.00",46.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,IWM,,,
