spearman,spearman_pvalue,kendall,kendall_pvalue,ic,mse,mae,sharpe_ratio,total_return,mean_daily_return,volatility,max_drawdown,win_rate,num_days,model
-0.0306428388200172,2.420578855222366e-09,-0.02017008892558218,3.896656022798641e-09,-0.0306428388200172,57.121418,5.42535,0.763867885957431,0.42924643,0.0013313895,0.027668597,-0.46064010514837833,0.5356200527704486,379,Combined Ranker (NDCG)
-0.04348849680626782,2.4532035880569022e-17,-0.028887137657324334,3.3575108056197636e-17,-0.04348849680626782,123.5216,7.662518,-0.43275303899792794,-0.3029102,-0.00065939076,0.02418817,-0.5337367523231383,0.48284960422163586,379,Late Fusion Ranker (NDCG)
