accuracy,precision,recall,f1,roc_auc,log_loss,model
0.5097004501008847,0.5175197211520822,0.842089552238806,0.6410635155096012,0.5121424400789457,0.6926474266969065,Price-Only Classifier
0.5348440167623778,0.5443801860699019,0.6462686567164179,0.5909649242527637,0.5371470967181551,0.6916241698072082,Combined Classifier
0.5051994412540742,0.5358407079646018,0.36149253731343284,0.431729055258467,0.5264567077319513,0.6928911205198708,Late Fusion Classifier
