date,ticker,ret_1d,momentum_126d,vol_20d,mom_rank,future_return,target,market_sentiment_mean,market_sentiment_std,market_news_count,market_positive_count,market_negative_count
2008-11-03,ABCB,0.028985627965540717,-0.2510246563997287,1.8524037049841062,0.5,-0.00968342237309927,0,-0.46936503689115244,0.3843681053105775,48.0,2.4220169726759195,24.95153859257698
2008-11-04,ABCB,-0.00968342237309927,-0.190037148188973,1.7174265824792458,0.45918367346938777,-0.06933324069310554,0,-0.2826051462131242,0.48603207348391236,48.0,6.061119792982936,19.62616698257625
2008-11-05,ABCB,-0.06933324069310554,-0.24991042228388882,1.7257623157219035,0.47959183673469385,0.019102250965399747,1,-0.30649904906749725,0.47846633264291566,50.0,5.06741108559072,20.392363373190165
2008-11-06,ABCB,0.019102250965399747,-0.24462536570884696,1.6719014221787587,0.4489795918367347,0.026242044886265248,1,-0.26641067521025735,0.4954037876452343,48.0,6.223860893398523,19.011573223397136
2008-11-07,ABCB,0.026242044886265248,-0.2269543154828927,1.237852504500693,0.37755102040816324,-0.09863024109952745,0,-0.30751006834208966,0.4595424847812031,50.0,5.507075481116772,20.88257861789316
2008-11-10,ABCB,-0.09863024109952745,-0.305128919357585,1.2255443446312302,0.45918367346938777,0.05268497407479922,1,-0.31370922103524207,0.3372281375407127,50.0,3.339517582207918,19.024978710338473
2008-11-11,ABCB,0.05268497407479922,-0.2644476152593196,1.2415923230457915,0.41836734693877553,-0.2492781958331015,0,-0.4069076274335384,0.3784344120632818,50.0,3.25877470895648,23.604156110435724
2008-11-12,ABCB,-0.2492781958331015,-0.4527553203406328,1.4670068411016757,0.5918367346938775,0.1987175547859883,1,-0.386629111468792,0.39424116074483145,50.0,3.1914160549640656,22.52287171036005
2008-11-13,ABCB,0.1987175547859883,-0.3320306074743906,1.4887859358590692,0.4897959183673469,-0.07058779415678895,0,-0.40289019763469697,0.43081934735693395,50.0,3.588186581619084,23.732696620747447
2008-11-14,ABCB,-0.07058779415678895,-0.3676351107813174,1.4973389823071293,0.45918367346938777,0.04027618126718768,1,-0.3857485935091972,0.3855678574004848,50.0,2.7648345790803432,22.05226418375969
2008-11-17,ABCB,0.04027618126718768,-0.3301879753840441,1.4970507794601928,0.42857142857142855,0.013274356819395816,1,-0.4494363139383495,0.3924787095347619,48.0,2.5100080464035273,24.082950932905078
2008-11-18,ABCB,0.013274356819395816,-0.3237591565455299,1.379260257391381,0.42857142857142855,-0.12663776884958877,0,-0.33881879799067977,0.3412630549105581,50.0,2.8696132004261017,19.81055287644267
2008-11-19,ABCB,-0.12663776884958877,-0.42115844313416195,1.441766736063522,0.47959183673469385,-0.10124976633066662,0,-0.179234286993742,0.5266893610515536,50.0,9.194904122501612,18.156618563458323
2008-11-20,ABCB,-0.10124976633066662,-0.48234349979521196,1.4749326778761638,0.5,0.2809451569722017,1,-0.36281580607528274,0.42202867739958544,46.0,3.6850774120539427,20.37460426799953
2008-11-21,ABCB,0.2809451569722017,-0.34249423696005277,1.804809198902091,0.3979591836734694,-0.01737206047430806,0,-0.4128868149966001,0.38310509824350936,50.0,3.7040903232991695,24.348431210964918
2008-11-24,ABCB,-0.01737206047430806,-0.3470432394716979,1.8057421896891666,0.4489795918367347,0.0,0,-0.4343713524192572,0.42081723990477543,50.0,2.9203587267547846,24.638926154002547
2008-11-25,ABCB,0.0,-0.3520975740462208,1.7983097611127103,0.45918367346938777,0.043093849319944644,1,-0.3574565468976895,0.38720725055545063,48.0,3.6289173187687993,20.786831501871347
2008-11-26,ABCB,0.043093849319944644,-0.3081092058628565,1.7944692150482193,0.4387755102040816,0.006355851583836447,1,-0.3893093452602625,0.4093307514361348,50.0,3.527668099850416,22.993135422468185
2008-11-28,ABCB,0.006355851583836447,-0.2841125309909964,1.7746729029744286,0.41836734693877553,-0.011579033341198253,0,-0.2977907007932663,0.3526807383916917,50.0,3.1472455076873302,18.036780521273613
2008-12-01,ABCB,-0.011579033341198253,-0.2876529722509338,1.766058498840953,0.37755102040816324,0.11714586176066666,1,-0.447666305154562,0.4251769032926139,50.0,3.362050049006939,25.74536533188075
2008-12-02,ABCB,0.11714586176066666,-0.18412665461336497,1.8138084536294377,0.29591836734693877,0.059104175172768336,1,-0.2767960233986378,0.41705210313288166,50.0,4.850364977493882,18.690166426822543
2008-12-03,ABCB,0.059104175172768336,-0.15842455750172335,1.8242489773687462,0.2653061224489796,-0.07830815272356684,0,-0.2627698634564877,0.34803106810630324,50.0,3.033104518428445,16.171597635373473
2008-12-04,ABCB,-0.07830815272356684,-0.17388628334037193,1.8294102794831533,0.2653061224489796,0.06445305637554499,1,-0.3922765576839447,0.3558815904095133,50.0,2.8840083219110966,22.497836301103234
2008-12-05,ABCB,0.06445305637554499,-0.1213379781513173,1.841038497859696,0.2653061224489796,0.05504624791760726,1,-0.3840275971063723,0.3556006381027286,48.0,2.700568623840809,21.133893221616745
2008-12-08,ABCB,0.05504624791760726,-0.09309223232279007,1.8477685300664566,0.2755102040816326,-0.12782614067171671,0,-0.32581162825226784,0.44685110586058246,48.0,4.56623063236475,20.205188632011414
2008-12-09,ABCB,-0.12782614067171671,-0.16363464004981987,1.87303109632374,0.3469387755102041,0.05682951078003007,1,-0.49093168959021566,0.38321274716443143,50.0,3.601483196951449,28.14806755632162
2008-12-10,ABCB,0.05682951078003007,-0.1197123664425862,1.8744170021720776,0.32653061224489793,-0.04716955965288938,0,-0.4142837892472744,0.38011908856130905,50.0,2.483532032929361,23.19772143661976
2008-12-11,ABCB,-0.04716955965288938,-0.1753711781540641,1.628140014395309,0.30612244897959184,0.05841593330878059,1,-0.42995364606380465,0.4101164840305725,50.0,2.878980740904808,24.37666319310665
2008-12-12,ABCB,0.05841593330878059,-0.12438858863235736,1.4917338974493135,0.2653061224489796,-0.03180617813485609,0,-0.5067537744343281,0.3237720200944805,50.0,2.1261084880679846,27.463796958327293
2008-12-15,ABCB,-0.03180617813485609,-0.12256734052423546,1.4698933052417025,0.2653061224489796,0.09661899381230987,1,-0.31101623790649074,0.32768596681257883,48.0,2.450644498690963,17.3794238679111
2008-12-16,ABCB,0.09661899381230987,0.020911811777667877,1.4972892191103384,0.20408163265306123,-0.03524227959510484,0,-0.2458591158501804,0.4176181497396399,48.0,5.95627286285162,17.757510468363762
2008-12-17,ABCB,-0.03524227959510484,0.00810773628294803,1.508096544763917,0.23469387755102042,0.011872055618826982,1,-0.22309742368757723,0.4539681292238701,50.0,5.982999015599489,17.13787017390132
2008-12-18,ABCB,0.011872055618826982,0.06943435589860125,1.4152331104656242,0.16326530612244897,0.03339324225683038,1,-0.35672476049512625,0.3831519144734763,48.0,2.920751692727208,20.043540423735976
2008-12-19,ABCB,0.03339324225683038,0.13309738503720148,1.3410344397749656,0.14285714285714285,-0.08296954629656028,0,-0.4294170046535631,0.3927076717893302,48.0,3.637346601113677,24.2493631914258
2008-12-22,ABCB,-0.08296954629656028,0.060753558305911115,1.0063386599234247,0.20408163265306123,-0.02285675187476055,0,-0.5330816191465905,0.3568511034523278,48.0,1.8883376736193895,27.476255401968956
2008-12-23,ABCB,-0.02285675187476055,0.016323408397085126,1.0083952732218442,0.22448979591836735,0.04701270430436111,1,-0.15849105680050948,0.5224808683237282,48.0,8.949525283649564,16.5570960175246
2008-12-24,ABCB,0.04701270430436111,0.07686002857004248,1.0170780983589627,0.22448979591836735,-0.018709330653351453,0,-0.23255963906645774,0.3374220192385412,50.0,3.9176772609353065,15.545659272000194
2008-12-26,ABCB,-0.018709330653351453,0.19118190794372447,1.0145296242811528,0.10204081632653061,-0.0467106890230099,0,-0.34815777480602267,0.3894329990083269,50.0,2.706005396321416,20.11389410495758
2008-12-29,ABCB,-0.0467106890230099,0.1590347462551691,1.0326411864267209,0.1836734693877551,0.07899937909882859,1,-0.47012625128030777,0.36522016699132964,50.0,2.6792128048837185,26.18552529066801
2008-12-30,ABCB,0.07899937909882859,0.212954141478644,1.0631481508698386,0.14285714285714285,0.09823959172055252,1,-0.34166319109499454,0.3836291921751306,48.0,2.501865917816758,18.90169908851385
2008-12-31,ABCB,0.09823959172055252,0.35476956686489114,1.0395835986489124,0.11224489795918367,-0.03206789952145028,0,-0.4390309064959486,0.3876831811326976,48.0,1.9458396714180708,23.019323142245412
2009-01-02,ABCB,-0.03206789952145028,0.3527347421189282,1.030965741468814,0.1326530612244898,0.02266819716731061,1,-0.33393074840307235,0.37276672723502263,50.0,3.8573797922581434,20.55391738191247
2009-01-05,ABCB,0.02266819716731061,0.44420762835125926,0.9855308041848375,0.08163265306122448,-0.033248170879589756,0,-0.5230864696204662,0.39359044030937396,50.0,3.401904652826488,29.556228125467896
2009-01-06,ABCB,-0.033248170879589756,0.2100317076318936,0.9734449408715505,0.14285714285714285,-0.02116390908426069,0,-0.38556877195835115,0.45359046538920605,50.0,3.6458454532548785,22.924284072592854
2009-01-07,ABCB,-0.02116390908426069,0.2806407212304003,0.9579307689141444,0.10204081632653061,0.013513002427408383,1,-0.41755693793296816,0.36596945470374775,50.0,3.0864717308431864,23.964318722486496
2009-01-08,ABCB,0.013513002427408383,0.28763267279081184,0.8302346960612602,0.09183673469387756,-0.04711032922374747,0,-0.3902259361743927,0.3800550942712811,50.0,3.780744507908821,23.292041273787618
2009-01-09,ABCB,-0.04711032922374747,0.19973648616254702,0.829940457132259,0.11224489795918367,-0.05130614762717911,0,-0.1583026860995839,0.4475445019693242,48.0,6.776275604963303,14.374804755672812
2009-01-12,ABCB,-0.05130614762717911,0.264491251494968,0.8333194305068948,0.09183673469387756,0.007865704887822789,1,-0.2700859460234642,0.37816910411290816,50.0,4.046887468546629,17.551184948533773
2009-01-13,ABCB,0.007865704887822789,0.321698841174904,0.8067247393871264,0.08163265306122448,-0.07317039555033766,0,-0.3693526281416416,0.4208993803241989,50.0,4.170866969972849,22.63849837332964
2009-01-14,ABCB,-0.07317039555033766,0.0811983523390889,0.8405645373078017,0.1326530612244898,0.05684204265045123,1,-0.5986011850833893,0.33770313522496026,50.0,2.0116916187107563,31.941750843077898
